Left-Accumbens-area	-10.430548	28.239329	-4.208207
Left-VentralDC	-11.867304	5.391497	-11.779408
Right-Cerebellum-Cortex	22.238768	-28.027815	-44.329275
Right-Thalamus-Proper	8.283993	1.408748	2.240780
Right-Caudate	10.033561	24.149006	10.770933
Right-Putamen	21.382667	19.336327	0.542976
Right-Pallidum	16.557456	16.801704	-2.324072
Right-Hippocampus	22.090631	2.719956	-15.466763
Right-Amygdala	20.113786	20.184319	-15.731592
Right-Accumbens-area	4.893295	28.857110	-4.621071
Right-VentralDC	8.057221	5.888797	-11.234448
Brainstem	-1.223390	-1.190354	-33.271247
